No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Avg. Epit, mV (SCE) ","Max Epit, mV (SCE)","Min Epit, mV (SCE)",Test Temp. C,Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Reference,Material class
415.0,73.63,22.53,1.45,1.02,0.0,,,,1.37,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
416.0,74.0,20.73,2.17,1.03,0.0,,,,2.07,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
417.0,73.49,22.56,1.44,0.71,0.0,,0.34,,1.37,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
418.0,73.38,22.52,1.85,0.7,0.0,,0.34,,,0.08,,,,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
419.0,73.66,21.51,1.44,2.03,0.0,,,,1.36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
420.0,74.03,19.71,2.16,2.04,0.0,,,,2.06,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
421.0,73.37,21.49,1.84,1.75,0.0,,0.34,,,0.09,,,,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
422.0,72.73,21.48,1.43,3.0,0.0,,,,1.36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
423.0,73.02,19.7,2.15,2.64,0.0,,0.34,,2.06,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
424.0,71.93,19.74,2.14,3.5,0.0,,0.51,,2.05,0.13,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
425.0,70.97,19.73,2.13,4.7,0.0,,0.34,,2.04,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,"All surfaces of the cast slabs were ground to remove imperfections and provide good rolling surfaces before annealing 16 hours at 1200C in argon atmosphere. The slabs were hot rolled at 1090C to 1/16 inch thickness. Oxide scale was subsequently removed by sand blasting before a final annealing treatment. Following preparation, each alloy was hot rolled to 0.1 inch sheet and water quenched. Hot rolling temperatures were restricted to a maximum of 982C and a minimum of 816C. The hot rolled sheet was electropolished in an aqueous 15wt% NaCl/ 30wt%H2SO4 electrolyte to remove surface scale and sheared into 1 inch wide strips running parallel to the hot rolling direction. The 1 inch wide hot rolled strips were subsequently cold rolled from 0.1 inch to a final thickness of 0.0625inch. ",,,3,Fe Alloy
426.0,73.26,24.32,0.72,1.02,0.0,,,,0.68,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
427.0,73.63,22.53,1.45,1.02,0.0,,,,1.37,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
428.0,74.0,20.73,2.17,1.03,0.0,,,,2.07,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
429.0,73.49,22.56,1.44,0.71,0.0,,0.34,,1.37,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
430.0,73.38,22.52,1.85,0.7,0.0,,0.34,,,0.08,,,,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,142.0,125.0,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
431.0,73.3,23.29,0.71,2.02,0.0,,,,0.68,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
432.0,73.66,21.51,1.44,2.03,0.0,,,,1.36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
433.0,74.03,19.71,2.16,2.04,0.0,,,,2.06,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
434.0,73.48,21.53,1.44,1.75,0.0,,0.34,,1.37,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
435.0,73.37,21.49,1.84,1.75,0.0,,0.34,,,0.09,,,,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
436.0,72.73,21.48,1.43,3.0,0.0,,,,1.36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
437.0,73.1,19.69,2.14,3.02,0.0,,,,2.05,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
438.0,72.65,21.51,1.43,2.62,0.0,,0.34,,1.36,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
439.0,73.02,19.7,2.15,2.64,0.0,,0.34,,2.06,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
440.0,71.93,19.74,2.14,3.5,0.0,,0.51,,2.05,0.13,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
441.0,70.97,19.73,2.13,4.7,0.0,,0.34,,2.04,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Potentiodynamic Polarization,0.17,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
442.0,73.26,24.32,0.72,1.02,0.0,,,,0.68,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
443.0,73.63,22.53,1.45,1.02,0.0,,,,1.37,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
444.0,74.0,20.73,2.17,1.03,0.0,,,,2.07,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
445.0,73.49,22.56,1.44,0.71,0.0,,0.34,,1.37,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
446.0,73.38,22.52,1.85,0.7,0.0,,0.34,,,0.08,,,,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
447.0,73.3,23.29,0.71,2.02,0.0,,,,0.68,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
