No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Avg. Epit, mV (SCE) ","Max Epit, mV (SCE)","Min Epit, mV (SCE)",Test Temp. C,Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Reference,Material class
448.0,73.66,21.51,1.44,2.03,0.0,,,,1.36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
449.0,74.03,19.71,2.16,2.04,0.0,,,,2.06,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
450.0,73.48,21.53,1.44,1.75,0.0,,0.34,,1.37,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
451.0,73.37,21.49,1.84,1.75,0.0,,0.34,,,0.09,,,,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
452.0,72.73,21.48,1.43,3.0,0.0,,,,1.36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
453.0,73.1,19.69,2.14,3.02,0.0,,,,2.05,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
454.0,72.65,21.51,1.43,2.62,0.0,,0.34,,1.36,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
455.0,73.02,19.7,2.15,2.64,0.0,,0.34,,2.06,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
456.0,71.93,19.74,2.14,3.5,0.0,,0.51,,2.05,0.13,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
457.0,70.97,19.73,2.13,4.7,0.0,,0.34,,2.04,0.09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.00,,,90.0,deaerated synthetic sea water,0.546,7.2,Scratch,,This one received a final heat treatment of 1h at 1049C followed by water quenching comepared to the one above,,,3,Fe Alloy
